DonationID,AlumniID,DonationAmount,DonationType,DonationMethod,DonationDate,Purpose,IsAnonymous,TaxDeductible,RecurringFrequency,Status
DON001579,ALM00281,117,Recurring Monthly,Credit Card,2023-12-03,Scholarship,False,True,,Completed
DON001580,ALM03382,338,Pledge,Bank Transfer,2025-07-24,Infrastructure,True,True,,Completed
DON001581,ALM02784,265,Major Gift,Stock,2024-06-23,Scholarship,False,True,Annual,Completed
DON001582,ALM02433,300,One-Time Gift,Wire Transfer,2024-10-12,Infrastructure,False,True,Monthly,Completed
DON001583,ALM02208,218,Pledge,Check,2025-06-17,Research,False,True,,Completed
DON001584,ALM02608,163,In-Kind,Bank Transfer,2023-12-21,Research,False,True,,Completed
DON001585,ALM02908,65,Major Gift,Bank Transfer,2025-05-31,Infrastructure,False,True,,Completed
DON001586,ALM02939,100000,Pledge,Stock,2024-02-17,Endowment,False,True,,Completed
DON001587,ALM01346,184,One-Time Gift,Stock,2025-01-21,Research,False,True,,Completed
DON001588,ALM01352,455,Recurring Monthly,Stock,2025-04-21,General Fund,False,True,,Completed
DON001589,ALM01888,204,Major Gift,Wire Transfer,2024-02-10,Research,False,True,,Completed
DON001590,ALM00455,129,Major Gift,Stock,2024-02-19,Infrastructure,False,True,,Completed
DON001591,ALM00386,25000,In-Kind,Credit Card,2024-03-07,Scholarship,False,True,,Completed
DON001592,ALM02627,397,Major Gift,Check,2024-05-17,General Fund,True,True,,Pending
DON001593,ALM02075,234,Pledge,Wire Transfer,2025-07-03,Scholarship,False,True,Annual,Completed
DON001594,ALM03007,82,One-Time Gift,Credit Card,2025-04-16,General Fund,True,True,,Completed
DON001595,ALM02600,50000,Recurring Monthly,Check,2025-06-11,Research,False,False,,Completed
DON001596,ALM03462,25000,One-Time Gift,Check,2025-10-21,Research,False,True,,Completed
DON001597,ALM01295,304,Major Gift,Bank Transfer,2024-11-02,Endowment,False,True,,Completed
DON001598,ALM02268,10000,Pledge,Credit Card,2025-08-04,Infrastructure,False,True,,Completed
DON001599,ALM01466,194,Recurring Monthly,Wire Transfer,2025-03-17,Scholarship,False,True,,Completed
DON001600,ALM02190,50000,In-Kind,Bank Transfer,2024-09-19,Research,False,True,,Completed
DON001601,ALM00831,454,In-Kind,Credit Card,2024-12-24,Infrastructure,False,True,,Completed
DON001602,ALM01092,232,In-Kind,Bank Transfer,2024-12-20,General Fund,False,True,Monthly,Completed
DON001603,ALM03088,222,One-Time Gift,Wire Transfer,2025-08-01,Infrastructure,False,True,,Completed
DON001604,ALM02496,50000,In-Kind,Bank Transfer,2025-01-26,General Fund,False,True,Monthly,Completed
DON001605,ALM00869,25000,In-Kind,Check,2024-03-09,General Fund,False,True,,Completed
DON001606,ALM01116,100000,In-Kind,Wire Transfer,2025-05-18,General Fund,False,True,Monthly,Completed
DON001607,ALM02386,25000,One-Time Gift,Wire Transfer,2024-03-21,Research,False,True,,Completed
DON001608,ALM02158,456,One-Time Gift,Credit Card,2023-11-30,Scholarship,False,True,Quarterly,Pending
DON001609,ALM00660,100000,In-Kind,Stock,2025-03-09,Research,False,True,,Completed
DON001610,ALM00352,490,One-Time Gift,Credit Card,2025-05-14,Endowment,False,True,Annual,Completed
DON001611,ALM02762,100000,In-Kind,Wire Transfer,2024-04-24,Research,False,True,,Completed
DON001612,ALM02062,336,Major Gift,Bank Transfer,2024-12-27,Infrastructure,True,True,,Completed
DON001613,ALM00990,250000,Major Gift,Wire Transfer,2025-08-04,General Fund,False,True,,Completed
DON001614,ALM02703,53,Major Gift,Credit Card,2025-10-20,Endowment,False,True,,Completed
DON001615,ALM02487,461,In-Kind,Credit Card,2024-06-30,Scholarship,False,True,,Completed
DON001616,ALM03396,10000,Pledge,Check,2024-11-22,Research,False,True,,Completed
DON001617,ALM02430,263,Major Gift,Stock,2023-12-07,Endowment,True,True,,Completed
DON001618,ALM03368,10000,Recurring Monthly,Check,2023-11-10,General Fund,False,True,,Completed
DON001619,ALM01651,90,Major Gift,Bank Transfer,2024-03-30,Scholarship,False,True,,Completed
DON001620,ALM01358,239,Pledge,Check,2025-10-30,General Fund,False,True,,Completed
DON001621,ALM00084,100000,Major Gift,Check,2025-01-24,Infrastructure,False,True,,Completed
DON001622,ALM03377,442,Pledge,Bank Transfer,2025-08-15,Scholarship,True,True,,Completed
DON001623,ALM01739,370,Recurring Monthly,Check,2024-04-04,General Fund,False,True,,Completed
DON001624,ALM00141,100000,Major Gift,Stock,2024-07-07,Endowment,False,True,,Completed
DON001625,ALM01452,164,Recurring Monthly,Bank Transfer,2025-04-08,Infrastructure,False,True,,Declined
DON001626,ALM01926,246,Recurring Monthly,Wire Transfer,2025-05-06,Scholarship,False,True,Monthly,Completed
DON001627,ALM01502,250000,One-Time Gift,Stock,2024-12-14,Research,False,True,Annual,Completed
DON001628,ALM03444,174,In-Kind,Bank Transfer,2025-08-04,Research,False,False,,Completed
DON001629,ALM01063,100000,In-Kind,Stock,2024-11-13,General Fund,False,True,,Completed
DON001630,ALM01836,344,One-Time Gift,Bank Transfer,2024-08-14,Research,True,True,Monthly,Pending
DON001631,ALM00281,250000,Major Gift,Stock,2024-02-29,General Fund,False,True,Quarterly,Completed
DON001632,ALM02098,250000,Recurring Monthly,Wire Transfer,2024-06-24,Scholarship,False,True,,Completed
DON001633,ALM00610,397,In-Kind,Bank Transfer,2025-10-27,Scholarship,False,False,,Completed
DON001634,ALM01485,95,One-Time Gift,Credit Card,2024-10-31,Research,False,True,Monthly,Completed
DON001635,ALM02949,240,One-Time Gift,Check,2025-01-03,Scholarship,False,True,Quarterly,Completed
DON001636,ALM01718,250000,In-Kind,Check,2024-10-17,Infrastructure,False,False,,Completed
DON001637,ALM03110,90,Recurring Monthly,Wire Transfer,2023-12-02,Scholarship,False,True,,Completed
DON001638,ALM03053,239,One-Time Gift,Stock,2024-09-16,Research,False,True,,Completed
DON001639,ALM02372,25000,Recurring Monthly,Credit Card,2024-03-01,Scholarship,False,True,,Completed
DON001640,ALM00556,257,Pledge,Check,2024-08-14,Scholarship,False,True,,Completed
DON001641,ALM02506,66,Pledge,Credit Card,2023-12-29,Scholarship,False,True,Quarterly,Declined
DON001642,ALM02312,147,Major Gift,Check,2025-07-18,Scholarship,False,True,,Completed
DON001643,ALM02971,425,Recurring Monthly,Stock,2024-10-11,Endowment,False,True,,Completed
DON001644,ALM02989,161,Recurring Monthly,Credit Card,2025-05-04,Scholarship,False,True,,Completed
DON001645,ALM02795,100000,Pledge,Wire Transfer,2025-03-24,General Fund,False,True,,Completed
DON001646,ALM02378,350,In-Kind,Bank Transfer,2024-09-02,Research,False,False,Monthly,Completed
DON001647,ALM00917,51,Recurring Monthly,Wire Transfer,2024-08-14,Endowment,False,True,Annual,Pending
DON001648,ALM03053,170,Major Gift,Stock,2024-09-10,Research,False,True,,Completed
DON001649,ALM01668,375,Pledge,Wire Transfer,2024-06-16,Research,False,True,,Completed
DON001650,ALM00923,136,In-Kind,Stock,2024-02-23,General Fund,False,True,Monthly,Declined
DON001651,ALM03129,10000,Recurring Monthly,Wire Transfer,2025-07-23,Research,True,True,,Completed
DON001652,ALM01725,364,Recurring Monthly,Wire Transfer,2024-02-29,Endowment,False,True,,Completed
DON001653,ALM02423,202,Major Gift,Check,2023-11-16,General Fund,False,True,Monthly,Completed
DON001654,ALM02308,280,Major Gift,Bank Transfer,2024-08-14,General Fund,False,True,Quarterly,Completed
DON001655,ALM01936,435,In-Kind,Bank Transfer,2025-10-29,General Fund,False,True,,Completed
DON001656,ALM00322,100000,In-Kind,Stock,2024-09-13,Endowment,False,True,Quarterly,Completed
DON001657,ALM01335,177,Recurring Monthly,Bank Transfer,2025-11-01,Scholarship,False,True,Quarterly,Completed
DON001658,ALM00421,50000,Pledge,Wire Transfer,2024-01-16,Research,False,True,,Completed
DON001659,ALM02442,25000,Pledge,Stock,2025-05-16,General Fund,False,True,,Completed
DON001660,ALM03262,250000,One-Time Gift,Wire Transfer,2024-10-24,Research,False,True,,Completed
DON001661,ALM01940,312,Pledge,Credit Card,2025-01-19,Endowment,False,True,,Completed
DON001662,ALM03073,145,Recurring Monthly,Check,2024-11-11,General Fund,True,True,,Completed
DON001663,ALM03230,430,One-Time Gift,Wire Transfer,2024-03-18,Scholarship,False,True,,Completed
DON001664,ALM02958,100000,One-Time Gift,Credit Card,2025-10-29,General Fund,False,True,Quarterly,Completed
DON001665,ALM02069,192,Recurring Monthly,Credit Card,2025-01-29,Scholarship,False,False,,Completed
DON001666,ALM02207,467,One-Time Gift,Stock,2025-02-07,Infrastructure,False,True,,Completed
DON001667,ALM02563,190,Pledge,Check,2025-09-15,General Fund,False,True,Monthly,Completed
DON001668,ALM02100,50000,Recurring Monthly,Check,2024-11-01,Scholarship,True,True,Monthly,Completed
DON001669,ALM02354,336,Major Gift,Credit Card,2025-09-02,Infrastructure,False,True,,Completed
DON001670,ALM01382,400,One-Time Gift,Credit Card,2024-08-31,Infrastructure,False,True,Annual,Completed
DON001671,ALM00738,100000,Major Gift,Wire Transfer,2024-03-31,Research,False,True,,Completed
DON001672,ALM00381,272,Pledge,Credit Card,2024-06-27,General Fund,False,True,,Completed
DON001673,ALM00506,276,Pledge,Wire Transfer,2024-01-29,Research,True,True,Monthly,Pending
DON001674,ALM00650,383,Pledge,Credit Card,2024-11-25,Research,False,True,,Completed
DON001675,ALM01490,97,Pledge,Wire Transfer,2024-02-01,Endowment,False,True,,Completed
DON001676,ALM00085,331,One-Time Gift,Bank Transfer,2025-10-23,General Fund,False,True,,Completed
DON001677,ALM00992,472,Pledge,Check,2023-12-31,Infrastructure,False,True,,Pending
DON001678,ALM03314,50000,One-Time Gift,Wire Transfer,2024-10-16,Research,False,True,,Completed
DON001679,ALM00184,136,Recurring Monthly,Bank Transfer,2024-04-07,Infrastructure,False,True,Monthly,Completed
DON001680,ALM02804,319,Major Gift,Bank Transfer,2024-09-25,Scholarship,False,True,,Completed
DON001681,ALM03152,95,One-Time Gift,Check,2024-08-12,Endowment,False,True,,Declined
DON001682,ALM01016,181,In-Kind,Credit Card,2025-06-10,Infrastructure,False,True,,Completed
DON001683,ALM03388,362,Pledge,Bank Transfer,2025-02-27,Infrastructure,False,True,Annual,Completed
DON001684,ALM01015,456,Pledge,Bank Transfer,2024-07-09,Infrastructure,False,True,,Completed
DON001685,ALM02664,410,Major Gift,Check,2024-02-09,General Fund,False,True,Quarterly,Completed
DON001686,ALM02105,97,Pledge,Stock,2024-01-01,Infrastructure,False,True,,Completed
DON001687,ALM02584,50000,Recurring Monthly,Bank Transfer,2025-04-24,General Fund,False,True,Annual,Declined
DON001688,ALM01912,100000,In-Kind,Check,2025-07-13,Endowment,False,True,Annual,Completed
DON001689,ALM00175,123,Pledge,Credit Card,2024-08-25,General Fund,False,True,Quarterly,Pending
DON001690,ALM01946,192,One-Time Gift,Stock,2024-05-19,General Fund,False,True,,Completed
DON001691,ALM00732,128,Recurring Monthly,Bank Transfer,2025-09-13,General Fund,True,True,,Completed
DON001692,ALM00268,455,Pledge,Check,2025-06-22,Scholarship,False,True,,Completed
DON001693,ALM00029,10000,In-Kind,Check,2023-11-07,Scholarship,True,True,Quarterly,Completed
DON001694,ALM00176,250000,In-Kind,Bank Transfer,2023-11-29,Research,False,True,,Completed
DON001695,ALM01122,50000,Pledge,Credit Card,2025-02-05,Infrastructure,False,True,,Completed
DON001696,ALM00970,250000,Recurring Monthly,Stock,2025-10-06,Infrastructure,False,True,,Completed
DON001697,ALM02661,264,In-Kind,Bank Transfer,2024-01-17,Scholarship,True,False,,Pending
DON001698,ALM02229,463,Pledge,Stock,2025-05-20,General Fund,True,True,Annual,Completed
DON001699,ALM03292,112,One-Time Gift,Bank Transfer,2025-04-07,Endowment,False,True,,Declined
DON001700,ALM03435,325,One-Time Gift,Wire Transfer,2024-08-24,Infrastructure,False,True,,Completed
DON001701,ALM02702,121,One-Time Gift,Bank Transfer,2024-04-06,Infrastructure,False,True,Quarterly,Completed
DON001702,ALM00392,454,Recurring Monthly,Credit Card,2024-08-14,Infrastructure,False,True,,Pending
DON001703,ALM03155,390,Major Gift,Bank Transfer,2025-09-07,Endowment,False,True,Quarterly,Completed
DON001704,ALM03260,25000,In-Kind,Credit Card,2025-03-24,Scholarship,False,True,,Completed
DON001705,ALM00320,336,Major Gift,Wire Transfer,2024-06-29,General Fund,False,True,,Completed
DON001706,ALM01465,145,Major Gift,Bank Transfer,2025-06-08,Scholarship,False,True,Quarterly,Completed
DON001707,ALM00836,25000,In-Kind,Stock,2025-05-16,Endowment,False,True,Quarterly,Declined
DON001708,ALM01446,167,Pledge,Bank Transfer,2024-03-13,General Fund,True,True,Quarterly,Completed
DON001709,ALM01435,335,Major Gift,Bank Transfer,2025-02-22,General Fund,False,True,,Completed
DON001710,ALM00230,10000,One-Time Gift,Wire Transfer,2023-12-18,Infrastructure,False,True,,Completed
DON001711,ALM01944,10000,In-Kind,Stock,2025-09-01,Research,False,True,,Completed
DON001712,ALM02766,261,One-Time Gift,Stock,2024-10-18,Scholarship,False,True,,Pending
DON001713,ALM01902,204,Pledge,Check,2025-04-12,Endowment,False,True,,Completed
DON001714,ALM02966,250000,In-Kind,Wire Transfer,2023-12-10,General Fund,False,True,Monthly,Pending
DON001715,ALM00986,100000,One-Time Gift,Check,2024-06-14,Endowment,False,True,,Completed
DON001716,ALM03452,76,One-Time Gift,Bank Transfer,2025-09-14,General Fund,True,True,,Completed
DON001717,ALM02228,50000,One-Time Gift,Wire Transfer,2024-11-19,Research,False,True,,Completed
DON001718,ALM01983,247,Recurring Monthly,Wire Transfer,2024-11-21,Infrastructure,False,True,,Completed
DON001719,ALM02875,216,Recurring Monthly,Credit Card,2025-03-13,Endowment,False,True,,Completed
DON001720,ALM02075,280,One-Time Gift,Check,2025-07-16,General Fund,False,True,Monthly,Completed
DON001721,ALM02440,383,One-Time Gift,Credit Card,2025-06-29,Scholarship,False,True,,Completed
DON001722,ALM00561,50000,Recurring Monthly,Check,2024-11-18,Infrastructure,False,True,Monthly,Completed
DON001723,ALM01852,100000,Recurring Monthly,Check,2024-05-20,General Fund,False,False,,Completed
DON001724,ALM00298,337,Recurring Monthly,Wire Transfer,2024-01-01,Research,False,True,,Completed
DON001725,ALM01131,77,Recurring Monthly,Wire Transfer,2025-10-13,Scholarship,False,True,,Completed
DON001726,ALM01892,50000,Pledge,Check,2025-07-20,Research,False,True,,Completed
DON001727,ALM03360,426,One-Time Gift,Wire Transfer,2024-03-17,Scholarship,False,True,,Completed
DON001728,ALM02564,252,Recurring Monthly,Stock,2024-04-13,Endowment,False,True,Monthly,Completed
DON001729,ALM01737,295,Major Gift,Bank Transfer,2025-09-01,Endowment,False,True,,Completed
DON001730,ALM01321,183,Recurring Monthly,Credit Card,2024-04-24,Infrastructure,False,True,,Completed
DON001731,ALM00823,358,One-Time Gift,Stock,2025-10-21,Infrastructure,False,True,,Completed
DON001732,ALM00143,262,In-Kind,Check,2025-02-03,Research,False,True,,Completed
DON001733,ALM00072,25000,One-Time Gift,Wire Transfer,2025-07-23,General Fund,False,True,,Completed
DON001734,ALM01345,238,Pledge,Stock,2025-06-20,Scholarship,False,True,,Completed
DON001735,ALM02042,180,Recurring Monthly,Bank Transfer,2024-10-30,Scholarship,False,True,Monthly,Completed
DON001736,ALM02464,50000,In-Kind,Wire Transfer,2025-04-18,Research,False,True,Quarterly,Completed
DON001737,ALM03285,178,In-Kind,Check,2024-08-21,Endowment,False,True,,Completed
DON001738,ALM02917,25000,In-Kind,Check,2025-01-04,Research,False,True,,Completed
DON001739,ALM02488,199,In-Kind,Credit Card,2025-10-21,Infrastructure,False,True,Monthly,Completed
DON001740,ALM03500,400,Pledge,Bank Transfer,2024-05-13,General Fund,False,True,,Completed
DON001741,ALM00247,276,Pledge,Stock,2024-02-07,Research,True,True,Monthly,Completed
DON001742,ALM01321,416,Recurring Monthly,Wire Transfer,2024-07-20,Infrastructure,False,True,,Completed
DON001743,ALM02881,238,Recurring Monthly,Wire Transfer,2024-07-21,Research,False,True,,Completed
DON001744,ALM00847,177,Recurring Monthly,Stock,2023-11-06,Research,False,True,,Completed
DON001745,ALM01923,373,Pledge,Stock,2025-03-22,Infrastructure,False,True,,Completed
DON001746,ALM01555,342,Major Gift,Credit Card,2025-03-09,Research,False,True,,Completed
DON001747,ALM02146,50000,Recurring Monthly,Bank Transfer,2025-03-06,General Fund,False,True,Quarterly,Completed
DON001748,ALM00442,386,One-Time Gift,Bank Transfer,2025-09-27,Endowment,False,True,,Completed
DON001749,ALM01071,224,Major Gift,Check,2024-02-23,Endowment,True,True,,Completed
DON001750,ALM02783,371,Major Gift,Check,2024-04-23,Infrastructure,False,True,Monthly,Completed
DON001751,ALM00504,164,One-Time Gift,Check,2025-06-14,General Fund,False,True,,Completed
DON001752,ALM02986,486,In-Kind,Check,2025-07-22,General Fund,False,True,,Completed
DON001753,ALM00106,75,In-Kind,Credit Card,2025-10-23,Infrastructure,False,True,,Pending
DON001754,ALM00912,370,One-Time Gift,Bank Transfer,2024-10-23,General Fund,False,True,,Completed
DON001755,ALM03460,146,Major Gift,Stock,2024-12-01,Research,False,True,,Completed
DON001756,ALM01905,25000,In-Kind,Wire Transfer,2024-04-20,Infrastructure,False,True,,Completed
DON001757,ALM02958,250000,Major Gift,Credit Card,2025-06-24,General Fund,False,True,,Completed
DON001758,ALM02512,100000,Recurring Monthly,Wire Transfer,2024-04-01,Infrastructure,False,True,,Completed
DON001759,ALM03143,100000,One-Time Gift,Bank Transfer,2024-04-05,Research,False,True,,Completed
DON001760,ALM00773,25000,Major Gift,Bank Transfer,2024-03-17,Infrastructure,False,True,,Completed
DON001761,ALM03045,300,Major Gift,Bank Transfer,2025-10-01,General Fund,False,False,Monthly,Completed
DON001762,ALM01404,404,Recurring Monthly,Credit Card,2025-02-27,Scholarship,False,True,,Completed
DON001763,ALM02124,50000,Major Gift,Bank Transfer,2025-07-16,General Fund,False,True,,Completed
DON001764,ALM01400,154,Major Gift,Stock,2024-11-23,Research,False,True,,Completed
DON001765,ALM02225,50,Recurring Monthly,Credit Card,2025-04-04,Infrastructure,True,False,,Completed
DON001766,ALM02918,430,Pledge,Stock,2025-03-19,Research,False,True,,Completed
DON001767,ALM01731,250000,Major Gift,Check,2024-08-15,General Fund,False,True,,Completed
DON001768,ALM02497,100000,Pledge,Check,2024-03-23,Scholarship,False,True,,Completed
DON001769,ALM01932,236,One-Time Gift,Wire Transfer,2025-06-05,General Fund,False,True,Monthly,Completed
DON001770,ALM01092,358,Recurring Monthly,Stock,2024-05-04,Infrastructure,False,True,Quarterly,Declined
DON001771,ALM00830,186,One-Time Gift,Stock,2025-02-18,Endowment,False,True,Monthly,Completed
DON001772,ALM03187,479,Pledge,Bank Transfer,2025-11-01,General Fund,False,True,,Completed
DON001773,ALM01076,476,Pledge,Bank Transfer,2025-10-07,General Fund,False,True,,Completed
DON001774,ALM01205,250000,Recurring Monthly,Bank Transfer,2025-10-20,General Fund,False,True,,Completed
DON001775,ALM02858,100000,One-Time Gift,Credit Card,2024-10-08,Scholarship,False,True,,Completed
DON001776,ALM02362,356,Major Gift,Wire Transfer,2025-08-04,Infrastructure,False,True,,Completed
DON001777,ALM02704,483,Pledge,Credit Card,2025-08-21,Scholarship,True,True,,Completed
DON001778,ALM02785,59,Recurring Monthly,Stock,2025-07-19,Scholarship,False,True,,Completed
DON001779,ALM01688,50000,Pledge,Wire Transfer,2024-06-16,Research,False,True,Annual,Completed
DON001780,ALM02541,269,In-Kind,Stock,2025-10-16,Scholarship,False,True,,Completed
DON001781,ALM00755,107,Major Gift,Credit Card,2024-02-29,Infrastructure,False,False,,Completed
DON001782,ALM01018,25000,Recurring Monthly,Check,2024-12-15,Endowment,False,True,,Completed
DON001783,ALM03067,307,Recurring Monthly,Credit Card,2024-05-04,Research,False,True,Monthly,Completed
DON001784,ALM00010,10000,Pledge,Stock,2025-05-31,General Fund,False,True,,Completed
DON001785,ALM01318,494,Recurring Monthly,Bank Transfer,2025-06-26,Research,False,True,,Completed
DON001786,ALM02518,297,Major Gift,Bank Transfer,2024-11-28,Scholarship,False,True,,Completed
DON001787,ALM02100,429,In-Kind,Wire Transfer,2024-12-07,Infrastructure,True,True,Quarterly,Completed
DON001788,ALM02565,10000,Recurring Monthly,Check,2024-06-26,General Fund,False,True,,Completed
DON001789,ALM02544,269,One-Time Gift,Check,2025-03-16,Research,False,True,,Completed
DON001790,ALM01795,354,Recurring Monthly,Credit Card,2024-09-04,Research,False,True,Quarterly,Completed
DON001791,ALM02455,25000,Recurring Monthly,Stock,2024-04-17,Research,False,True,Quarterly,Completed
DON001792,ALM01509,331,Pledge,Credit Card,2023-12-29,Infrastructure,False,True,,Completed
DON001793,ALM02274,197,Recurring Monthly,Check,2024-09-01,Scholarship,False,True,,Completed
DON001794,ALM01042,152,In-Kind,Bank Transfer,2024-05-23,Research,False,True,Monthly,Completed
DON001795,ALM02913,10000,Recurring Monthly,Credit Card,2025-09-17,Infrastructure,False,True,Monthly,Completed
DON001796,ALM02844,278,One-Time Gift,Check,2025-07-01,General Fund,False,True,,Completed
DON001797,ALM02272,477,One-Time Gift,Bank Transfer,2025-09-26,Endowment,False,True,,Completed
DON001798,ALM00502,195,One-Time Gift,Stock,2024-05-07,Infrastructure,False,True,Monthly,Completed
DON001799,ALM03112,362,In-Kind,Credit Card,2024-12-24,Endowment,True,True,,Completed
DON001800,ALM01021,194,Major Gift,Stock,2025-02-28,Endowment,False,True,Monthly,Completed
DON001801,ALM02369,94,Major Gift,Wire Transfer,2024-09-13,Research,False,True,,Completed
DON001802,ALM00306,267,Recurring Monthly,Stock,2024-07-20,Infrastructure,False,True,,Completed
DON001803,ALM02275,253,Recurring Monthly,Wire Transfer,2023-11-05,Research,False,True,,Completed
DON001804,ALM01768,25000,Major Gift,Wire Transfer,2023-12-13,Scholarship,False,True,,Completed
DON001805,ALM01207,255,Major Gift,Wire Transfer,2024-07-23,Scholarship,False,True,,Completed
DON001806,ALM00967,261,Pledge,Check,2023-12-21,Research,False,True,,Completed
DON001807,ALM02503,50000,Recurring Monthly,Stock,2024-04-16,Infrastructure,False,True,Monthly,Completed
DON001808,ALM03062,264,In-Kind,Bank Transfer,2025-03-09,Endowment,False,True,,Completed
DON001809,ALM00269,50000,Recurring Monthly,Check,2025-10-26,Infrastructure,False,True,,Completed
DON001810,ALM00595,219,Major Gift,Credit Card,2025-06-17,Infrastructure,False,True,Annual,Completed
DON001811,ALM00225,265,One-Time Gift,Bank Transfer,2025-07-23,Research,False,True,,Declined
DON001812,ALM00246,121,Recurring Monthly,Credit Card,2024-03-12,Research,False,True,,Completed
DON001813,ALM00932,25000,One-Time Gift,Wire Transfer,2024-07-02,Infrastructure,False,True,,Completed
DON001814,ALM03044,292,Major Gift,Credit Card,2025-05-11,Endowment,False,True,,Completed
DON001815,ALM01716,25000,Recurring Monthly,Wire Transfer,2024-03-18,General Fund,True,True,Monthly,Completed
DON001816,ALM02067,210,One-Time Gift,Wire Transfer,2023-12-25,Scholarship,False,True,Monthly,Completed
DON001817,ALM02809,53,One-Time Gift,Check,2024-02-24,Research,False,True,,Completed
DON001818,ALM02844,50000,In-Kind,Bank Transfer,2024-06-19,Endowment,True,True,,Completed
DON001819,ALM02612,100000,One-Time Gift,Wire Transfer,2025-05-09,Endowment,False,True,,Completed
DON001820,ALM03356,71,Pledge,Check,2024-10-23,General Fund,True,True,,Completed
DON001821,ALM00319,51,One-Time Gift,Check,2025-10-27,Endowment,False,True,,Completed
DON001822,ALM02363,88,Major Gift,Bank Transfer,2025-05-18,General Fund,False,True,,Completed
DON001823,ALM02375,25000,Pledge,Bank Transfer,2025-10-02,General Fund,False,True,,Completed
DON001824,ALM02414,317,Pledge,Stock,2025-02-18,Scholarship,True,True,,Completed
DON001825,ALM00519,246,In-Kind,Bank Transfer,2024-04-01,Scholarship,False,True,,Completed
DON001826,ALM03264,402,Pledge,Wire Transfer,2024-07-20,Research,False,True,,Completed
DON001827,ALM00190,464,Recurring Monthly,Wire Transfer,2023-12-03,Infrastructure,False,True,,Completed
DON001828,ALM03254,173,Recurring Monthly,Credit Card,2025-05-07,General Fund,False,True,Monthly,Completed
DON001829,ALM02514,457,One-Time Gift,Credit Card,2024-10-26,Endowment,True,False,,Completed
DON001830,ALM00802,461,Pledge,Credit Card,2025-08-11,General Fund,False,True,,Completed
DON001831,ALM02266,406,Recurring Monthly,Wire Transfer,2024-10-11,Endowment,False,True,,Completed
DON001832,ALM01459,10000,In-Kind,Bank Transfer,2025-04-26,General Fund,False,False,Quarterly,Completed
DON001833,ALM00725,239,Recurring Monthly,Credit Card,2024-09-29,Endowment,False,True,,Completed
DON001834,ALM01793,194,Major Gift,Credit Card,2024-02-16,Infrastructure,False,True,,Completed
DON001835,ALM00313,50000,Major Gift,Wire Transfer,2024-07-21,Infrastructure,False,True,,Completed
DON001836,ALM00170,100000,Major Gift,Wire Transfer,2023-12-25,Endowment,False,True,Monthly,Completed
DON001837,ALM01596,468,In-Kind,Check,2024-07-28,Scholarship,False,True,,Completed
DON001838,ALM00094,276,Pledge,Credit Card,2023-12-24,Scholarship,False,True,Quarterly,Completed
DON001839,ALM00461,146,Pledge,Wire Transfer,2024-05-11,Endowment,True,True,,Completed
DON001840,ALM03132,105,Major Gift,Check,2024-09-06,General Fund,False,True,,Completed
DON001841,ALM01499,25000,Major Gift,Wire Transfer,2025-05-29,Scholarship,False,False,,Completed
DON001842,ALM02084,188,One-Time Gift,Stock,2025-01-27,Endowment,False,True,Quarterly,Completed
DON001843,ALM01628,399,In-Kind,Wire Transfer,2023-12-04,Research,False,True,,Completed
DON001844,ALM02127,433,Pledge,Bank Transfer,2024-04-28,Research,False,True,,Completed
DON001845,ALM00465,221,Pledge,Wire Transfer,2025-10-09,Research,False,True,Monthly,Completed
DON001846,ALM00704,400,Pledge,Stock,2024-06-29,General Fund,False,True,,Completed
DON001847,ALM02260,106,Major Gift,Wire Transfer,2025-05-23,Infrastructure,False,True,Annual,Completed
DON001848,ALM02436,123,Major Gift,Bank Transfer,2024-01-03,General Fund,False,True,,Pending
DON001849,ALM01630,50000,Recurring Monthly,Credit Card,2024-03-26,Scholarship,False,True,Quarterly,Declined
DON001850,ALM00714,446,Recurring Monthly,Credit Card,2025-06-06,Scholarship,False,True,,Completed
DON001851,ALM01559,83,In-Kind,Bank Transfer,2024-12-18,Endowment,True,True,,Completed
DON001852,ALM03250,206,In-Kind,Credit Card,2023-12-19,Research,False,True,,Completed
DON001853,ALM02880,66,Major Gift,Credit Card,2025-05-31,Infrastructure,False,True,,Completed
DON001854,ALM00382,10000,Pledge,Credit Card,2025-04-29,Scholarship,False,True,Annual,Completed
DON001855,ALM02131,163,Pledge,Check,2025-02-21,Infrastructure,True,True,,Completed
DON001856,ALM02425,250,One-Time Gift,Wire Transfer,2024-11-08,Scholarship,False,True,,Completed
DON001857,ALM01270,25000,Recurring Monthly,Check,2024-12-07,General Fund,False,True,,Pending
DON001858,ALM00680,263,One-Time Gift,Check,2025-07-19,Research,False,True,Annual,Completed
DON001859,ALM00479,171,In-Kind,Credit Card,2024-09-13,Research,False,True,,Completed
DON001860,ALM02955,296,Major Gift,Check,2023-11-17,Infrastructure,False,True,,Completed
DON001861,ALM00423,50000,Recurring Monthly,Wire Transfer,2024-10-12,Research,False,True,,Completed
DON001862,ALM02072,149,Major Gift,Check,2024-11-14,Infrastructure,False,True,Monthly,Completed
DON001863,ALM01859,495,One-Time Gift,Stock,2024-06-27,Scholarship,False,True,,Completed
DON001864,ALM03265,345,Recurring Monthly,Wire Transfer,2024-07-25,Endowment,False,False,Quarterly,Completed
DON001865,ALM01354,50000,Pledge,Check,2024-03-26,General Fund,False,True,Quarterly,Completed
