RSVPID,AlumniID,EventID,RSVPStatus,RSVPDate,GuestCount,SpecialRequirements,CheckInStatus
RSP006299,ALM02837,EVT00128,Not Responded,2025-08-05,1,,Yes
RSP006300,ALM00146,EVT00049,Not Responded,2024-05-09,4,Gluten-Free,Not Yet
RSP006301,ALM01439,EVT00102,Not Responded,2024-12-27,1,Gluten-Free,No
RSP006302,ALM01204,EVT00057,Declined,2026-01-17,2,,No
RSP006303,ALM03224,EVT00047,Not Responded,2024-07-25,4,,Yes
RSP006304,ALM01848,EVT00026,Confirmed,2025-04-04,3,,Yes
RSP006305,ALM02414,EVT00002,Confirmed,2024-11-23,2,Vegan,Not Yet
RSP006306,ALM02237,EVT00019,Tentative,2024-05-24,2,,Yes
RSP006307,ALM00396,EVT00105,Tentative,2025-03-08,3,,No
RSP006308,ALM00172,EVT00047,Declined,2024-09-09,4,,Not Yet
RSP006309,ALM03171,EVT00049,Confirmed,2024-05-17,1,,Yes
RSP006310,ALM00885,EVT00141,Declined,2024-05-21,2,,No
RSP006311,ALM01134,EVT00064,Not Responded,2025-06-26,2,Vegetarian,Yes
RSP006312,ALM00597,EVT00147,Confirmed,2025-02-04,0,,No
RSP006313,ALM00429,EVT00019,Confirmed,2024-04-20,1,Gluten-Free,Yes
RSP006314,ALM00901,EVT00113,Tentative,2024-09-25,1,,Yes
RSP006315,ALM01447,EVT00108,Declined,2025-10-12,2,,Yes
RSP006316,ALM03466,EVT00132,Confirmed,2023-11-23,0,,No
RSP006317,ALM03282,EVT00075,Confirmed,2025-04-19,4,Wheelchair Access,No
RSP006318,ALM00658,EVT00011,Confirmed,2023-09-14,0,Vegan,Yes
RSP006319,ALM02870,EVT00087,Declined,2025-03-11,0,Vegan,No
RSP006320,ALM01872,EVT00134,Tentative,2025-11-18,1,,Yes
RSP006321,ALM00576,EVT00146,Declined,2025-09-24,0,,Not Yet
RSP006322,ALM01729,EVT00100,Confirmed,2024-11-30,0,,Yes
RSP006323,ALM01775,EVT00099,Not Responded,2024-10-04,4,,Not Yet
RSP006324,ALM02411,EVT00108,Tentative,2025-12-01,3,,No
RSP006325,ALM01986,EVT00019,Tentative,2024-05-09,3,,Yes
RSP006326,ALM03304,EVT00029,Not Responded,2024-05-23,3,,Yes
RSP006327,ALM00261,EVT00022,Not Responded,2026-01-11,4,,Yes
RSP006328,ALM00253,EVT00005,Tentative,2024-12-20,0,,No
RSP006329,ALM02027,EVT00045,Declined,2025-11-29,2,,No
RSP006330,ALM02684,EVT00100,Confirmed,2024-11-21,4,,No
RSP006331,ALM00437,EVT00032,Tentative,2024-10-26,3,,No
RSP006332,ALM02910,EVT00104,Confirmed,2025-11-22,4,,Yes
RSP006333,ALM03005,EVT00089,Not Responded,2025-02-18,3,,Yes
RSP006334,ALM00712,EVT00071,Confirmed,2026-03-13,3,,No
RSP006335,ALM01327,EVT00010,Confirmed,2025-12-28,1,,Yes
RSP006336,ALM00068,EVT00013,Confirmed,2024-10-23,0,Wheelchair Access,Yes
RSP006337,ALM00103,EVT00062,Confirmed,2025-08-17,2,,Yes
RSP006338,ALM01411,EVT00010,Not Responded,2025-11-05,1,Wheelchair Access,No
RSP006339,ALM00216,EVT00121,Declined,2023-12-19,3,,Yes
RSP006340,ALM01821,EVT00038,Confirmed,2026-03-03,0,,Yes
RSP006341,ALM01943,EVT00066,Declined,2025-07-31,0,,No
RSP006342,ALM00981,EVT00138,Tentative,2023-12-04,1,Wheelchair Access,Not Yet
RSP006343,ALM00417,EVT00045,Tentative,2025-10-25,1,,Yes
RSP006344,ALM00961,EVT00146,Confirmed,2025-09-23,0,,Yes
RSP006345,ALM02067,EVT00103,Tentative,2025-11-17,0,,Yes
RSP006346,ALM00417,EVT00140,Confirmed,2024-01-27,3,,Yes
RSP006347,ALM00532,EVT00122,Not Responded,2024-03-07,1,,Yes
RSP006348,ALM02957,EVT00063,Declined,2024-04-04,1,,Yes
RSP006349,ALM02941,EVT00062,Declined,2025-07-31,2,,Yes
RSP006350,ALM03349,EVT00105,Confirmed,2025-02-27,3,,Yes
RSP006351,ALM01440,EVT00146,Tentative,2025-08-05,1,,Not Yet
RSP006352,ALM02790,EVT00015,Declined,2024-07-15,4,,Not Yet
RSP006353,ALM01221,EVT00129,Confirmed,2026-03-08,1,,No
RSP006354,ALM00512,EVT00070,Not Responded,2023-10-23,0,,Not Yet
RSP006355,ALM01751,EVT00076,Confirmed,2025-05-07,1,,Yes
RSP006356,ALM02040,EVT00007,Confirmed,2024-11-05,2,,Yes
RSP006357,ALM00810,EVT00102,Not Responded,2024-11-19,0,,Yes
RSP006358,ALM00954,EVT00085,Confirmed,2025-06-26,0,Vegan,No
RSP006359,ALM03319,EVT00074,Confirmed,2024-10-26,1,,Yes
RSP006360,ALM01976,EVT00026,Confirmed,2025-05-02,0,Vegetarian,Yes
RSP006361,ALM02749,EVT00114,Declined,2023-11-08,2,,Yes
RSP006362,ALM02489,EVT00138,Confirmed,2024-01-14,0,,Yes
RSP006363,ALM01251,EVT00132,Tentative,2023-10-19,3,,Yes
RSP006364,ALM00231,EVT00014,Declined,2025-04-06,4,Gluten-Free,No
RSP006365,ALM01245,EVT00061,Not Responded,2026-01-12,4,,Not Yet
RSP006366,ALM01568,EVT00090,Declined,2024-10-10,3,,Yes
RSP006367,ALM02991,EVT00123,Not Responded,2024-12-06,0,,Yes
RSP006368,ALM01966,EVT00101,Tentative,2025-04-05,3,,Yes
RSP006369,ALM02861,EVT00127,Confirmed,2024-12-14,4,,Yes
RSP006370,ALM03392,EVT00051,Declined,2024-11-16,3,,Yes
RSP006371,ALM00071,EVT00090,Confirmed,2024-09-12,1,,Yes
RSP006372,ALM02023,EVT00035,Tentative,2025-05-28,2,,Yes
RSP006373,ALM00364,EVT00144,Not Responded,2025-02-18,3,,Not Yet
RSP006374,ALM00808,EVT00037,Confirmed,2026-03-15,0,,Yes
RSP006375,ALM01981,EVT00118,Declined,2025-08-08,4,,Yes
RSP006376,ALM02812,EVT00010,Confirmed,2025-11-26,2,Gluten-Free,Not Yet
RSP006377,ALM03171,EVT00120,Confirmed,2026-01-13,2,,Yes
RSP006378,ALM02244,EVT00145,Confirmed,2024-12-09,1,,Not Yet
RSP006379,ALM02697,EVT00131,Not Responded,2025-11-07,1,Gluten-Free,Yes
RSP006380,ALM01986,EVT00017,Confirmed,2024-11-12,0,,No
RSP006381,ALM02509,EVT00141,Confirmed,2024-04-25,3,,No
RSP006382,ALM00963,EVT00055,Tentative,2026-02-05,4,,Yes
RSP006383,ALM00278,EVT00095,Confirmed,2025-04-28,3,,Yes
RSP006384,ALM02368,EVT00135,Tentative,2024-05-23,3,,Yes
RSP006385,ALM00241,EVT00061,Declined,2026-02-16,3,,Yes
RSP006386,ALM00552,EVT00078,Declined,2024-06-14,0,,Yes
RSP006387,ALM02422,EVT00136,Declined,2024-10-08,3,,Yes
RSP006388,ALM03476,EVT00014,Tentative,2025-04-01,1,,No
RSP006389,ALM02612,EVT00098,Not Responded,2023-12-02,2,Wheelchair Access,Yes
RSP006390,ALM03007,EVT00103,Not Responded,2025-11-29,4,Gluten-Free,Yes
RSP006391,ALM00159,EVT00071,Confirmed,2026-03-02,3,,Not Yet
RSP006392,ALM03249,EVT00137,Not Responded,2024-02-22,0,Gluten-Free,Yes
RSP006393,ALM02351,EVT00025,Tentative,2025-10-13,0,,Yes
RSP006394,ALM00944,EVT00138,Not Responded,2023-12-28,4,Vegan,Yes
RSP006395,ALM01624,EVT00145,Confirmed,2024-12-07,2,,Yes
RSP006396,ALM00417,EVT00122,Confirmed,2024-03-24,3,,Yes
RSP006397,ALM02150,EVT00045,Not Responded,2025-11-17,1,,Not Yet
RSP006398,ALM00729,EVT00105,Confirmed,2025-03-01,3,,Not Yet
RSP006399,ALM02533,EVT00116,Tentative,2026-03-11,0,,Yes
RSP006400,ALM01891,EVT00001,Declined,2024-08-15,1,,No
RSP006401,ALM00204,EVT00125,Tentative,2024-06-08,1,,Yes
RSP006402,ALM02703,EVT00102,Declined,2024-12-04,1,Gluten-Free,Yes
RSP006403,ALM01583,EVT00025,Declined,2025-11-19,4,,Not Yet
RSP006404,ALM00377,EVT00107,Tentative,2024-06-18,4,,Yes
RSP006405,ALM01914,EVT00024,Confirmed,2026-01-16,2,,No
RSP006406,ALM00986,EVT00115,Not Responded,2025-06-28,4,Wheelchair Access,Yes
RSP006407,ALM03052,EVT00132,Confirmed,2023-10-26,1,,No
RSP006408,ALM00071,EVT00064,Declined,2025-06-13,4,Vegetarian,Not Yet
RSP006409,ALM01828,EVT00149,Declined,2025-05-31,3,,Yes
RSP006410,ALM00141,EVT00145,Confirmed,2024-12-19,2,,Not Yet
RSP006411,ALM02457,EVT00096,Confirmed,2024-07-25,4,,No
RSP006412,ALM03334,EVT00099,Not Responded,2024-11-02,3,Wheelchair Access,No
RSP006413,ALM02079,EVT00127,Declined,2024-11-06,4,,Not Yet
RSP006414,ALM00306,EVT00126,Confirmed,2025-03-27,3,,Yes
RSP006415,ALM02976,EVT00137,Declined,2024-03-10,2,,No
RSP006416,ALM01826,EVT00139,Declined,2025-03-19,0,,Yes
RSP006417,ALM02518,EVT00070,Confirmed,2023-10-11,0,,Yes
RSP006418,ALM00420,EVT00049,Declined,2024-04-28,4,,Yes
RSP006419,ALM01791,EVT00137,Confirmed,2024-02-11,2,,Not Yet
RSP006420,ALM02141,EVT00105,Confirmed,2025-03-23,3,,Yes
RSP006421,ALM02474,EVT00103,Confirmed,2025-11-15,4,,Yes
RSP006422,ALM03125,EVT00052,Confirmed,2025-12-13,0,,Yes
RSP006423,ALM02379,EVT00128,Declined,2025-08-28,2,,Yes
RSP006424,ALM00205,EVT00122,Not Responded,2024-03-26,0,,Yes
RSP006425,ALM03055,EVT00037,Confirmed,2026-03-26,0,,Yes
RSP006426,ALM01891,EVT00096,Declined,2024-08-27,4,Vegan,Yes
RSP006427,ALM01629,EVT00140,Confirmed,2024-01-29,1,,No
RSP006428,ALM02321,EVT00104,Confirmed,2025-12-07,1,Vegan,No
RSP006429,ALM03492,EVT00093,Not Responded,2025-07-29,0,,Yes
RSP006430,ALM02003,EVT00016,Confirmed,2024-02-22,3,,Yes
RSP006431,ALM02765,EVT00131,Declined,2025-10-23,4,,Yes
RSP006432,ALM01952,EVT00029,Confirmed,2024-04-20,0,Wheelchair Access,No
RSP006433,ALM00406,EVT00081,Not Responded,2024-01-07,0,,Yes
RSP006434,ALM01947,EVT00057,Declined,2026-02-27,0,,Yes
RSP006435,ALM02681,EVT00129,Declined,2026-03-07,4,,Not Yet
RSP006436,ALM01350,EVT00144,Confirmed,2025-02-19,4,,Yes
RSP006437,ALM00821,EVT00015,Confirmed,2024-05-27,4,,Yes
RSP006438,ALM01971,EVT00028,Tentative,2025-12-06,1,,Yes
RSP006439,ALM00968,EVT00109,Confirmed,2024-02-26,2,,Yes
RSP006440,ALM02475,EVT00069,Not Responded,2024-02-16,3,,Yes
RSP006441,ALM00744,EVT00140,Declined,2024-01-06,0,,No
RSP006442,ALM02784,EVT00102,Not Responded,2024-12-30,2,,Yes
RSP006443,ALM02359,EVT00037,Declined,2026-04-04,2,,Not Yet
RSP006444,ALM00190,EVT00102,Declined,2024-12-23,0,,Yes
RSP006445,ALM03126,EVT00100,Confirmed,2024-12-18,2,,No
RSP006446,ALM03033,EVT00046,Confirmed,2025-04-28,3,,Yes
RSP006447,ALM01301,EVT00107,Declined,2024-06-27,1,,No
RSP006448,ALM02583,EVT00036,Tentative,2023-10-28,0,,Yes
RSP006449,ALM02269,EVT00052,Declined,2025-12-03,3,Wheelchair Access,Yes
RSP006450,ALM01597,EVT00097,Confirmed,2024-08-15,3,,Yes
RSP006451,ALM01378,EVT00097,Confirmed,2024-09-15,4,,Not Yet
RSP006452,ALM02808,EVT00119,Declined,2025-07-04,0,Gluten-Free,No
RSP006453,ALM01881,EVT00138,Declined,2023-12-03,3,,Yes
RSP006454,ALM02357,EVT00006,Not Responded,2024-09-10,1,,No
RSP006455,ALM00205,EVT00059,Not Responded,2024-09-17,0,Wheelchair Access,Yes
RSP006456,ALM02897,EVT00049,Confirmed,2024-05-06,3,,Yes
RSP006457,ALM00335,EVT00034,Tentative,2024-12-01,3,,Yes
RSP006458,ALM01972,EVT00035,Not Responded,2025-06-19,3,,No
RSP006459,ALM01010,EVT00097,Confirmed,2024-07-23,0,,Yes
RSP006460,ALM01600,EVT00078,Confirmed,2024-05-31,2,,Yes
RSP006461,ALM00082,EVT00004,Not Responded,2023-12-14,0,Vegan,Not Yet
RSP006462,ALM00145,EVT00040,Confirmed,2026-01-23,0,,No
RSP006463,ALM01862,EVT00078,Tentative,2024-05-17,3,,Not Yet
RSP006464,ALM01256,EVT00058,Confirmed,2024-11-07,0,,Yes
RSP006465,ALM00353,EVT00111,Not Responded,2024-02-02,0,,Not Yet
RSP006466,ALM03469,EVT00033,Declined,2024-04-23,0,,No
RSP006467,ALM01875,EVT00128,Confirmed,2025-08-05,1,,Not Yet
RSP006468,ALM00990,EVT00088,Declined,2024-12-16,4,,Yes
RSP006469,ALM02797,EVT00146,Not Responded,2025-09-25,2,,Not Yet
RSP006470,ALM00151,EVT00072,Declined,2023-11-08,4,,Yes
RSP006471,ALM03477,EVT00069,Confirmed,2024-02-26,4,,No
RSP006472,ALM03132,EVT00074,Confirmed,2024-10-08,1,,Yes
RSP006473,ALM01246,EVT00089,Declined,2025-01-05,0,,Yes
RSP006474,ALM00777,EVT00054,Tentative,2024-01-30,2,Wheelchair Access,Yes
RSP006475,ALM00357,EVT00047,Tentative,2024-07-21,4,,Not Yet
RSP006476,ALM00276,EVT00136,Not Responded,2024-10-14,3,,No
RSP006477,ALM02481,EVT00067,Not Responded,2023-11-18,0,,Not Yet
RSP006478,ALM01944,EVT00147,Declined,2025-02-24,1,Vegetarian,Yes
RSP006479,ALM00511,EVT00084,Not Responded,2025-06-11,1,,Yes
RSP006480,ALM02417,EVT00128,Confirmed,2025-08-28,3,,No
RSP006481,ALM00702,EVT00027,Confirmed,2025-01-05,3,Vegetarian,No
RSP006482,ALM03093,EVT00001,Confirmed,2024-09-21,2,Vegan,Not Yet
RSP006483,ALM00225,EVT00113,Declined,2024-11-11,2,Vegan,No
RSP006484,ALM02294,EVT00139,Not Responded,2025-03-18,4,,Yes
RSP006485,ALM00814,EVT00001,Confirmed,2024-09-10,4,Wheelchair Access,No
RSP006486,ALM02536,EVT00095,Confirmed,2025-04-09,1,,Not Yet
RSP006487,ALM02072,EVT00102,Tentative,2025-01-07,0,,Yes
RSP006488,ALM02679,EVT00071,Confirmed,2026-02-22,0,Vegan,No
RSP006489,ALM00278,EVT00128,Tentative,2025-09-07,4,,Yes
RSP006490,ALM02100,EVT00088,Confirmed,2024-12-09,2,,Yes
RSP006491,ALM01379,EVT00142,Declined,2026-02-05,0,,Yes
RSP006492,ALM01615,EVT00049,Confirmed,2024-06-21,0,,No
RSP006493,ALM00838,EVT00013,Declined,2024-11-17,2,,Yes
RSP006494,ALM01709,EVT00063,Not Responded,2024-03-29,3,,Yes
RSP006495,ALM01237,EVT00113,Confirmed,2024-10-19,3,,Yes
RSP006496,ALM00664,EVT00036,Confirmed,2023-10-14,3,Wheelchair Access,Yes
RSP006497,ALM02980,EVT00048,Confirmed,2024-06-11,0,Vegan,Yes
RSP006498,ALM00726,EVT00005,Confirmed,2025-01-09,0,Vegan,Yes
RSP006499,ALM02511,EVT00027,Declined,2025-01-18,0,,Not Yet
RSP006500,ALM01075,EVT00128,Not Responded,2025-09-04,1,,Yes
RSP006501,ALM01934,EVT00130,Confirmed,2025-01-07,2,Gluten-Free,Yes
RSP006502,ALM01574,EVT00022,Not Responded,2025-12-14,4,,Yes
RSP006503,ALM02948,EVT00091,Confirmed,2025-03-22,1,,Yes
RSP006504,ALM03207,EVT00083,Declined,2026-03-22,1,,Yes
RSP006505,ALM01014,EVT00102,Confirmed,2024-12-25,1,,Not Yet
RSP006506,ALM00030,EVT00015,Confirmed,2024-07-17,3,,Yes
RSP006507,ALM03174,EVT00086,Confirmed,2023-12-05,2,,Yes
RSP006508,ALM01880,EVT00109,Declined,2024-03-07,3,Gluten-Free,No
RSP006509,ALM00452,EVT00022,Declined,2025-12-03,2,,Yes
RSP006510,ALM00603,EVT00034,Declined,2024-11-17,2,,Yes
RSP006511,ALM00305,EVT00021,Confirmed,2025-12-19,1,,No
RSP006512,ALM02104,EVT00104,Confirmed,2025-11-24,1,,No
RSP006513,ALM00731,EVT00013,Declined,2024-12-02,0,,No
RSP006514,ALM03347,EVT00138,Declined,2023-12-02,0,,No
RSP006515,ALM01956,EVT00056,Declined,2024-10-25,4,Wheelchair Access,Yes
RSP006516,ALM02971,EVT00014,Tentative,2025-04-06,0,,Yes
RSP006517,ALM01919,EVT00086,Not Responded,2023-11-02,1,,Yes
RSP006518,ALM01610,EVT00117,Tentative,2024-10-24,3,,Yes
RSP006519,ALM00361,EVT00117,Declined,2024-11-13,0,,Yes
RSP006520,ALM03239,EVT00122,Declined,2024-03-05,1,Wheelchair Access,Not Yet
RSP006521,ALM03257,EVT00040,Not Responded,2026-02-03,3,,Yes
RSP006522,ALM00047,EVT00144,Not Responded,2025-01-30,0,,Not Yet
RSP006523,ALM02263,EVT00148,Not Responded,2024-04-23,4,,No
RSP006524,ALM02224,EVT00062,Declined,2025-09-12,4,,Yes
RSP006525,ALM00571,EVT00061,Confirmed,2026-01-17,3,,Yes
RSP006526,ALM03417,EVT00084,Confirmed,2025-06-28,2,,Yes
RSP006527,ALM02420,EVT00049,Confirmed,2024-05-11,3,,Not Yet
RSP006528,ALM00878,EVT00032,Confirmed,2024-09-27,3,,Not Yet
RSP006529,ALM00533,EVT00046,Declined,2025-03-31,3,,Not Yet
RSP006530,ALM00413,EVT00148,Confirmed,2024-05-30,1,,Not Yet
RSP006531,ALM02113,EVT00071,Confirmed,2026-03-02,0,,Yes
RSP006532,ALM02501,EVT00077,Confirmed,2025-07-08,3,,Yes
RSP006533,ALM01206,EVT00030,Not Responded,2024-11-17,2,,Yes
RSP006534,ALM01261,EVT00125,Tentative,2024-06-23,1,,Yes
RSP006535,ALM00058,EVT00034,Confirmed,2024-12-06,3,,No
RSP006536,ALM00667,EVT00030,Confirmed,2024-11-11,1,,Not Yet
RSP006537,ALM02822,EVT00025,Not Responded,2025-10-29,4,Gluten-Free,No
RSP006538,ALM01541,EVT00118,Tentative,2025-08-13,0,Vegetarian,No
RSP006539,ALM01259,EVT00135,Not Responded,2024-05-26,0,,Not Yet
RSP006540,ALM03118,EVT00065,Tentative,2024-02-26,3,Vegan,Yes
RSP006541,ALM00258,EVT00046,Confirmed,2025-04-30,0,,No
RSP006542,ALM02080,EVT00123,Confirmed,2024-10-22,4,,Yes
RSP006543,ALM02960,EVT00095,Confirmed,2025-04-03,2,,Yes
RSP006544,ALM02449,EVT00133,Tentative,2024-01-03,2,,Not Yet
RSP006545,ALM02878,EVT00090,Confirmed,2024-08-27,2,,No
RSP006546,ALM02588,EVT00141,Not Responded,2024-05-02,1,,Not Yet
RSP006547,ALM00224,EVT00051,Confirmed,2024-11-21,2,,Yes
RSP006548,ALM01973,EVT00134,Confirmed,2025-11-18,3,,No
RSP006549,ALM00376,EVT00125,Confirmed,2024-05-28,4,Vegetarian,Yes
RSP006550,ALM02656,EVT00146,Tentative,2025-08-10,3,Vegan,Not Yet
RSP006551,ALM02924,EVT00032,Not Responded,2024-11-06,0,,Yes
RSP006552,ALM03227,EVT00025,Confirmed,2025-10-20,0,,No
RSP006553,ALM03252,EVT00070,Confirmed,2023-09-18,1,,No
RSP006554,ALM00888,EVT00024,Confirmed,2026-01-19,3,,Yes
RSP006555,ALM01546,EVT00120,Tentative,2025-12-19,4,,Not Yet
RSP006556,ALM01677,EVT00019,Tentative,2024-04-05,4,Gluten-Free,No
RSP006557,ALM00255,EVT00080,Confirmed,2025-07-12,3,,Yes
RSP006558,ALM02670,EVT00146,Tentative,2025-08-31,1,,Yes
RSP006559,ALM02116,EVT00048,Confirmed,2024-06-21,0,,Yes
RSP006560,ALM00382,EVT00138,Tentative,2023-11-20,0,,Yes
RSP006561,ALM02549,EVT00001,Tentative,2024-09-12,1,,Not Yet
RSP006562,ALM00167,EVT00123,Confirmed,2024-10-29,3,,Yes
RSP006563,ALM02633,EVT00073,Declined,2024-12-20,1,,Yes
RSP006564,ALM00574,EVT00095,Declined,2025-03-29,2,,Yes
RSP006565,ALM02782,EVT00022,Confirmed,2026-01-15,0,,Not Yet
RSP006566,ALM00168,EVT00087,Tentative,2025-03-01,4,,Yes
RSP006567,ALM02222,EVT00019,Declined,2024-04-19,3,,Not Yet
RSP006568,ALM02255,EVT00086,Confirmed,2023-10-15,3,,No
RSP006569,ALM00154,EVT00021,Not Responded,2026-01-20,1,Vegetarian,Yes
RSP006570,ALM00756,EVT00086,Confirmed,2023-12-03,3,,Yes
RSP006571,ALM01290,EVT00063,Confirmed,2024-04-10,3,Wheelchair Access,Yes
RSP006572,ALM00309,EVT00052,Tentative,2025-12-22,4,,No
RSP006573,ALM00808,EVT00035,Confirmed,2025-05-31,0,,Yes
RSP006574,ALM03245,EVT00045,Not Responded,2025-10-23,3,,Not Yet
RSP006575,ALM02810,EVT00102,Confirmed,2024-11-27,0,,Yes
RSP006576,ALM02997,EVT00094,Tentative,2024-03-13,3,,No
RSP006577,ALM02651,EVT00039,Confirmed,2025-08-23,0,,Yes
RSP006578,ALM00953,EVT00127,Declined,2024-12-10,3,,Not Yet
RSP006579,ALM00661,EVT00125,Tentative,2024-06-21,0,Gluten-Free,Yes
RSP006580,ALM02703,EVT00044,Declined,2025-04-20,2,,Not Yet
RSP006581,ALM01292,EVT00027,Not Responded,2025-01-30,4,Gluten-Free,No
RSP006582,ALM03063,EVT00063,Confirmed,2024-04-22,0,Vegan,Not Yet
RSP006583,ALM02435,EVT00055,Not Responded,2026-04-04,2,,No
RSP006584,ALM03077,EVT00001,Tentative,2024-09-20,0,Vegetarian,Not Yet
RSP006585,ALM01090,EVT00082,Not Responded,2025-09-02,2,,No
RSP006586,ALM02511,EVT00071,Declined,2026-03-13,3,,No
RSP006587,ALM00723,EVT00083,Confirmed,2026-02-15,3,,Yes
RSP006588,ALM00585,EVT00087,Confirmed,2025-03-31,4,,Not Yet
RSP006589,ALM01847,EVT00004,Confirmed,2023-12-08,4,,Not Yet
RSP006590,ALM00345,EVT00046,Confirmed,2025-04-08,4,Vegetarian,Not Yet
RSP006591,ALM01828,EVT00119,Confirmed,2025-07-07,3,,Yes
RSP006592,ALM01360,EVT00038,Confirmed,2026-03-08,0,,Yes
RSP006593,ALM00039,EVT00042,Not Responded,2025-11-27,1,,Not Yet
RSP006594,ALM00481,EVT00092,Not Responded,2024-11-20,4,,Yes
RSP006595,ALM03325,EVT00148,Not Responded,2024-04-23,3,,Yes
RSP006596,ALM02157,EVT00116,Confirmed,2026-04-18,1,,No
RSP006597,ALM01266,EVT00082,Declined,2025-10-06,2,Vegan,Yes
RSP006598,ALM00138,EVT00032,Confirmed,2024-10-19,3,Vegan,Yes
RSP006599,ALM00628,EVT00085,Declined,2025-07-22,3,,No
RSP006600,ALM00594,EVT00098,Declined,2023-11-10,0,Vegetarian,No
RSP006601,ALM00310,EVT00094,Tentative,2024-04-04,4,,Yes
RSP006602,ALM02024,EVT00107,Not Responded,2024-07-13,0,,Not Yet
RSP006603,ALM03191,EVT00139,Confirmed,2025-04-08,4,,Yes
RSP006604,ALM01975,EVT00046,Tentative,2025-05-15,0,,Yes
RSP006605,ALM01050,EVT00132,Not Responded,2023-11-15,1,,Yes
RSP006606,ALM00592,EVT00108,Not Responded,2025-10-20,1,,Yes
RSP006607,ALM02620,EVT00035,Confirmed,2025-05-16,1,,No
RSP006608,ALM02977,EVT00144,Declined,2025-02-17,3,Gluten-Free,Yes
RSP006609,ALM00127,EVT00106,Declined,2025-03-27,3,Wheelchair Access,Yes
RSP006610,ALM00216,EVT00130,Not Responded,2025-01-10,1,,Yes
RSP006611,ALM00260,EVT00069,Confirmed,2024-02-26,0,,Yes
RSP006612,ALM01772,EVT00139,Declined,2025-03-10,2,,Yes
RSP006613,ALM00807,EVT00122,Confirmed,2024-03-15,4,,Yes
RSP006614,ALM01846,EVT00004,Not Responded,2024-01-10,3,,Yes
RSP006615,ALM00168,EVT00104,Tentative,2025-10-20,0,Vegetarian,No
RSP006616,ALM00937,EVT00045,Confirmed,2025-11-05,2,,Yes
RSP006617,ALM02405,EVT00048,Confirmed,2024-06-15,4,,No
RSP006618,ALM00526,EVT00059,Confirmed,2024-08-31,3,,Yes
RSP006619,ALM01824,EVT00009,Confirmed,2025-07-10,4,,Not Yet
RSP006620,ALM01052,EVT00013,Confirmed,2024-11-02,4,,Yes
RSP006621,ALM00194,EVT00020,Confirmed,2024-09-15,1,,No
RSP006622,ALM02438,EVT00033,Confirmed,2024-04-17,4,,Not Yet
RSP006623,ALM03086,EVT00038,Confirmed,2026-03-08,4,,No
RSP006624,ALM01969,EVT00047,Declined,2024-07-21,4,,Not Yet
RSP006625,ALM03088,EVT00148,Confirmed,2024-05-19,1,,Not Yet
RSP006626,ALM02210,EVT00077,Declined,2025-07-15,0,Wheelchair Access,No
RSP006627,ALM03002,EVT00127,Declined,2024-11-05,1,Vegetarian,Yes
RSP006628,ALM01654,EVT00063,Tentative,2024-03-21,4,Vegetarian,Yes
RSP006629,ALM02576,EVT00034,Tentative,2024-12-09,3,,Yes
RSP006630,ALM00370,EVT00103,Confirmed,2025-11-15,2,,Not Yet
RSP006631,ALM02388,EVT00123,Confirmed,2024-11-24,1,,Not Yet
RSP006632,ALM01948,EVT00072,Not Responded,2023-12-08,2,,No
RSP006633,ALM02493,EVT00004,Declined,2023-12-04,0,,Not Yet
RSP006634,ALM03119,EVT00031,Confirmed,2025-09-09,2,Wheelchair Access,Yes
RSP006635,ALM03011,EVT00081,Not Responded,2023-12-28,0,,Yes
RSP006636,ALM01510,EVT00101,Declined,2025-04-04,4,Wheelchair Access,Yes
RSP006637,ALM01553,EVT00048,Declined,2024-06-13,0,,Yes
RSP006638,ALM02923,EVT00131,Declined,2025-10-24,4,,Yes
RSP006639,ALM00922,EVT00129,Not Responded,2026-02-17,4,,Yes
RSP006640,ALM00653,EVT00114,Confirmed,2023-12-06,4,,Not Yet
RSP006641,ALM00481,EVT00071,Not Responded,2026-02-24,3,,Yes
RSP006642,ALM02878,EVT00008,Confirmed,2024-03-29,3,Gluten-Free,Yes
RSP006643,ALM01487,EVT00094,Confirmed,2024-04-08,0,,Yes
RSP006644,ALM03483,EVT00066,Confirmed,2025-08-11,0,,Not Yet
RSP006645,ALM02126,EVT00107,Tentative,2024-06-18,1,,Not Yet
RSP006646,ALM02827,EVT00030,Confirmed,2024-11-02,0,,No
RSP006647,ALM00716,EVT00113,Not Responded,2024-11-11,3,,Not Yet
RSP006648,ALM02757,EVT00134,Confirmed,2025-11-21,4,,Not Yet
RSP006649,ALM03387,EVT00091,Tentative,2025-04-14,4,,Not Yet
RSP006650,ALM01710,EVT00016,Tentative,2024-03-06,3,,Yes
RSP006651,ALM00298,EVT00122,Not Responded,2024-04-05,0,,Yes
RSP006652,ALM02064,EVT00051,Declined,2024-11-24,0,,Yes
RSP006653,ALM02958,EVT00117,Declined,2024-12-03,1,,Not Yet
RSP006654,ALM02595,EVT00149,Confirmed,2025-05-12,0,Wheelchair Access,Yes
RSP006655,ALM01085,EVT00130,Declined,2024-11-29,3,,Yes
RSP006656,ALM02476,EVT00115,Confirmed,2025-07-12,4,,Not Yet
RSP006657,ALM01580,EVT00003,Declined,2025-10-27,4,Wheelchair Access,Yes
RSP006658,ALM02097,EVT00070,Confirmed,2023-10-02,1,,Yes
RSP006659,ALM00215,EVT00127,Confirmed,2024-11-03,3,,Not Yet
