EngagementID,AlumniID,EventsAttended,DonationCount,TotalAmountDonated,MentorshipsActive,VolunteerHours,ProfileCompleteness,EmailEngagementRate,LastActivityDate,EngagementScore,EngagementTier,AssignedTo,LastReviewDate
ENG002667,ALM02667,3,0,0,0,0,50,0.486,2025-07-02,3,Low,Staff_03,2025-10-19
ENG002668,ALM02668,3,0,0,0,0,37,0.476,2025-09-23,2,Low,Staff_11,2025-08-24
ENG002669,ALM02669,3,1,150,0,0,41,0.67,2025-09-07,2,Low,Staff_19,2025-09-15
ENG002670,ALM02670,2,0,0,0,0,51,0.968,2025-10-24,3,Low,Staff_12,2025-10-17
ENG002671,ALM02671,2,1,418,0,0,62,0.238,2025-06-08,3,Low,Staff_06,2025-08-12
ENG002672,ALM02672,2,0,0,0,0,92,0.736,2025-08-23,4,Low,Staff_18,2025-08-04
ENG002673,ALM02673,4,1,25000,0,0,50,0.956,2025-10-30,8,Medium,Staff_01,2025-08-04
ENG002674,ALM02674,3,0,0,1,86,62,0.511,2025-09-16,4,Low,Staff_10,2025-09-26
ENG002675,ALM02675,4,0,0,0,0,79,0.258,2025-08-10,5,Low,Staff_11,2025-08-04
ENG002676,ALM02676,2,0,0,1,47,30,0.34,2025-07-29,3,Low,Staff_05,2025-08-16
ENG002677,ALM02677,0,3,260203,0,0,91,0.818,2025-07-13,7,Low,Staff_06,2025-10-15
ENG002678,ALM02678,1,0,0,0,0,85,0.488,2025-10-20,3,Low,Staff_17,2025-08-25
ENG002679,ALM02679,2,0,0,0,0,49,0.126,2025-06-03,2,Low,Staff_16,2025-09-08
ENG002680,ALM02680,2,2,712,0,0,70,0.667,2025-05-21,3,Low,Staff_14,2025-08-29
ENG002681,ALM02681,4,0,0,0,0,97,0.089,2025-06-25,5,Low,Staff_11,2025-10-28
ENG002682,ALM02682,4,0,0,1,11,45,0.207,2025-09-05,4,Low,Staff_18,2025-09-06
ENG002683,ALM02683,4,1,25000,0,0,60,0.029,2025-06-11,8,Medium,Staff_16,2025-09-14
ENG002684,ALM02684,3,0,0,0,0,58,0.38,2025-06-26,3,Low,Staff_15,2025-08-14
ENG002685,ALM02685,2,1,50000,0,0,97,0.847,2025-07-25,8,Medium,Staff_18,2025-08-09
ENG002686,ALM02686,3,0,0,0,0,45,0.337,2025-08-17,2,Low,Staff_03,2025-10-08
ENG002687,ALM02687,0,0,0,0,0,30,0.18,2025-07-31,1,Low,Staff_11,2025-10-01
ENG002688,ALM02688,4,1,250000,0,0,57,0.849,2025-05-23,8,Medium,Staff_16,2025-08-18
ENG002689,ALM02689,2,0,0,1,23,40,0.731,2025-07-26,3,Low,Staff_12,2025-10-13
ENG002690,ALM02690,2,0,0,0,0,57,0.536,2025-06-14,3,Low,Staff_04,2025-09-09
ENG002691,ALM02691,3,0,0,0,0,79,0.764,2025-05-28,4,Low,Staff_14,2025-08-25
ENG002692,ALM02692,4,0,0,0,0,83,0.533,2025-09-17,5,Low,Staff_20,2025-08-19
ENG002693,ALM02693,2,0,0,0,0,50,0.015,2025-06-04,3,Low,Staff_10,2025-08-13
ENG002694,ALM02694,1,0,0,0,0,66,0.998,2025-08-26,2,Low,Staff_09,2025-09-10
ENG002695,ALM02695,1,0,0,0,0,90,0.274,2025-07-16,3,Low,Staff_03,2025-08-06
ENG002696,ALM02696,1,0,0,0,0,36,0.845,2025-08-14,1,Low,Staff_09,2025-08-27
ENG002697,ALM02697,2,0,0,0,0,38,0.268,2025-06-21,2,Low,Staff_02,2025-10-29
ENG002698,ALM02698,1,0,0,0,0,61,0.286,2025-08-23,2,Low,Staff_12,2025-08-20
ENG002699,ALM02699,2,1,150,0,0,98,0.703,2025-05-20,4,Low,Staff_13,2025-09-08
ENG002700,ALM02700,3,0,0,0,0,95,0.615,2025-09-14,4,Low,Staff_06,2025-09-18
ENG002701,ALM02701,3,0,0,0,0,64,0.263,2025-05-24,3,Low,Staff_04,2025-09-19
ENG002702,ALM02702,0,3,435,0,0,82,0.338,2025-07-24,3,Low,Staff_04,2025-09-12
ENG002703,ALM02703,4,2,256,0,0,74,0.049,2025-07-18,4,Low,Staff_02,2025-08-04
ENG002704,ALM02704,0,1,483,0,0,69,0.072,2025-05-28,2,Low,Staff_05,2025-10-15
ENG002705,ALM02705,6,2,25250,1,31,48,0.858,2025-06-08,9,Medium,Staff_09,2025-09-29
ENG002706,ALM02706,2,0,0,0,0,39,0.632,2025-09-01,2,Low,Staff_09,2025-09-18
ENG002707,ALM02707,5,0,0,0,0,82,0.853,2025-10-30,5,Low,Staff_05,2025-10-03
ENG002708,ALM02708,0,0,0,0,0,58,0.452,2025-10-23,2,Low,Staff_16,2025-08-10
ENG002709,ALM02709,1,1,160,0,0,65,0.944,2025-10-27,2,Low,Staff_09,2025-09-23
ENG002710,ALM02710,2,0,0,0,0,46,0.293,2025-06-06,2,Low,Staff_07,2025-08-16
ENG002711,ALM02711,3,0,0,0,0,60,0.282,2025-10-25,3,Low,Staff_09,2025-10-02
ENG002712,ALM02712,2,0,0,0,0,72,0.228,2025-10-07,3,Low,Staff_02,2025-08-25
ENG002713,ALM02713,1,0,0,0,0,55,0.307,2025-07-18,2,Low,Staff_17,2025-10-18
ENG002714,ALM02714,1,1,347,0,0,30,0.749,2025-08-07,1,Low,Staff_13,2025-11-01
ENG002715,ALM02715,2,0,0,0,0,42,0.054,2025-08-10,2,Low,Staff_17,2025-10-20
ENG002716,ALM02716,2,0,0,0,0,71,0.417,2025-10-24,3,Low,Staff_11,2025-08-16
ENG002717,ALM02717,3,0,0,0,0,36,0.08,2025-09-11,2,Low,Staff_07,2025-08-17
ENG002718,ALM02718,5,1,406,0,0,61,0.451,2025-09-02,4,Low,Staff_06,2025-11-01
ENG002719,ALM02719,3,2,100358,0,0,77,0.237,2025-10-18,8,Medium,Staff_14,2025-10-13
ENG002720,ALM02720,0,1,10000,1,64,99,0.699,2025-10-07,8,Medium,Staff_18,2025-10-28
ENG002721,ALM02721,5,2,75000,0,0,61,0.34,2025-06-16,8,Medium,Staff_13,2025-08-24
ENG002722,ALM02722,4,0,0,0,0,33,0.382,2025-08-18,3,Low,Staff_19,2025-09-14
ENG002723,ALM02723,3,0,0,0,0,67,0.614,2025-05-12,3,Low,Staff_06,2025-08-05
ENG002724,ALM02724,1,1,475,0,0,58,0.54,2025-07-12,2,Low,Staff_07,2025-09-14
ENG002725,ALM02725,6,1,402,0,0,49,0.706,2025-06-29,4,Low,Staff_20,2025-08-04
ENG002726,ALM02726,2,0,0,0,0,93,0.029,2025-10-05,4,Low,Staff_11,2025-08-23
ENG002727,ALM02727,3,1,193,0,0,44,0.451,2025-10-23,2,Low,Staff_10,2025-08-18
ENG002728,ALM02728,3,0,0,0,0,69,0.288,2025-07-22,3,Low,Staff_16,2025-10-10
ENG002729,ALM02729,0,0,0,0,0,87,0.271,2025-07-22,3,Low,Staff_19,2025-09-23
ENG002730,ALM02730,5,0,0,0,0,38,0.939,2025-09-24,3,Low,Staff_19,2025-08-30
ENG002731,ALM02731,2,0,0,0,0,42,0.237,2025-05-25,2,Low,Staff_16,2025-08-18
ENG002732,ALM02732,0,0,0,0,0,81,0.983,2025-07-15,3,Low,Staff_16,2025-10-25
ENG002733,ALM02733,0,0,0,0,0,57,0.933,2025-08-21,2,Low,Staff_07,2025-08-04
ENG002734,ALM02734,3,0,0,0,0,75,0.648,2025-06-22,4,Low,Staff_03,2025-11-01
ENG002735,ALM02735,1,0,0,0,0,84,0.467,2025-07-27,3,Low,Staff_06,2025-09-27
ENG002736,ALM02736,2,1,276,0,0,96,0.142,2025-10-30,4,Low,Staff_03,2025-10-24
ENG002737,ALM02737,3,0,0,0,0,75,0.098,2025-06-21,4,Low,Staff_19,2025-09-03
ENG002738,ALM02738,1,2,60000,0,0,79,0.674,2025-06-04,7,Low,Staff_20,2025-08-19
ENG002739,ALM02739,2,0,0,0,0,70,0.325,2025-06-08,3,Low,Staff_12,2025-10-17
ENG002740,ALM02740,2,1,482,0,0,48,0.617,2025-09-28,2,Low,Staff_19,2025-10-30
ENG002741,ALM02741,2,1,406,0,0,94,0.261,2025-10-18,4,Low,Staff_05,2025-10-15
ENG002742,ALM02742,1,1,141,0,0,43,0.131,2025-09-19,1,Low,Staff_14,2025-10-20
ENG002743,ALM02743,4,0,0,0,0,89,0.365,2025-09-18,5,Low,Staff_10,2025-09-01
ENG002744,ALM02744,0,0,0,0,0,86,0.841,2025-05-24,3,Low,Staff_03,2025-10-08
ENG002745,ALM02745,1,0,0,0,0,91,0.942,2025-10-23,3,Low,Staff_13,2025-08-04
ENG002746,ALM02746,1,0,0,1,13,81,0.341,2025-10-20,4,Low,Staff_05,2025-10-16
ENG002747,ALM02747,3,1,274,0,0,72,0.036,2025-05-25,3,Low,Staff_19,2025-10-25
ENG002748,ALM02748,2,0,0,0,0,42,0.273,2025-07-30,2,Low,Staff_05,2025-08-27
ENG002749,ALM02749,1,0,0,0,0,81,0.584,2025-06-09,3,Low,Staff_04,2025-09-29
ENG002750,ALM02750,1,0,0,0,0,100,0.239,2025-06-14,4,Low,Staff_11,2025-09-21
ENG002751,ALM02751,3,0,0,0,0,90,0.274,2025-06-24,4,Low,Staff_17,2025-11-01
ENG002752,ALM02752,7,1,63,0,0,98,0.139,2025-10-14,6,Low,Staff_08,2025-10-29
ENG002753,ALM02753,3,2,420,0,0,58,0.973,2025-09-09,3,Low,Staff_02,2025-10-26
ENG002754,ALM02754,1,0,0,0,0,77,0.267,2025-05-16,3,Low,Staff_06,2025-10-21
ENG002755,ALM02755,2,1,497,0,0,59,0.225,2025-05-22,3,Low,Staff_18,2025-09-17
ENG002756,ALM02756,0,1,352,1,67,60,0.436,2025-09-02,3,Low,Staff_10,2025-10-06
ENG002757,ALM02757,5,0,0,0,0,32,0.056,2025-10-10,3,Low,Staff_03,2025-08-21
ENG002758,ALM02758,2,0,0,0,0,44,0.105,2025-08-13,2,Low,Staff_18,2025-10-26
ENG002759,ALM02759,4,1,356,0,0,68,0.798,2025-06-10,4,Low,Staff_19,2025-10-18
ENG002760,ALM02760,2,1,25000,0,0,30,0.344,2025-09-28,6,Low,Staff_03,2025-08-05
ENG002761,ALM02761,2,0,0,0,0,63,0.386,2025-08-23,3,Low,Staff_14,2025-10-26
ENG002762,ALM02762,3,2,100342,0,0,93,0.818,2025-10-04,8,Medium,Staff_15,2025-08-21
ENG002763,ALM02763,6,0,0,0,0,58,0.075,2025-08-22,5,Low,Staff_11,2025-09-30
ENG002764,ALM02764,1,0,0,0,0,80,0.349,2025-05-17,3,Low,Staff_19,2025-08-21
ENG002765,ALM02765,3,0,0,1,28,36,0.919,2025-08-02,3,Low,Staff_10,2025-10-09
ENG002766,ALM02766,3,2,360,0,0,55,0.786,2025-08-20,3,Low,Staff_15,2025-08-31
ENG002767,ALM02767,3,0,0,0,0,80,0.885,2025-08-21,4,Low,Staff_19,2025-08-24
ENG002768,ALM02768,3,1,53,1,55,82,0.111,2025-10-11,5,Low,Staff_14,2025-08-27
ENG002769,ALM02769,5,2,453,0,0,35,0.058,2025-07-27,3,Low,Staff_14,2025-08-04
ENG002770,ALM02770,5,0,0,0,0,79,0.917,2025-09-09,5,Low,Staff_20,2025-10-17
ENG002771,ALM02771,4,0,0,0,0,49,0.739,2025-05-21,3,Low,Staff_08,2025-09-07
ENG002772,ALM02772,0,2,10179,0,0,98,0.513,2025-06-04,7,Low,Staff_12,2025-09-07
ENG002773,ALM02773,2,0,0,0,0,67,0.037,2025-10-22,3,Low,Staff_01,2025-08-30
ENG002774,ALM02774,1,0,0,0,0,51,0.092,2025-07-27,2,Low,Staff_13,2025-08-26
ENG002775,ALM02775,3,1,10000,0,0,46,0.662,2025-10-12,6,Low,Staff_10,2025-09-14
ENG002776,ALM02776,3,1,10000,0,0,76,0.007,2025-06-05,8,Medium,Staff_08,2025-10-02
ENG002777,ALM02777,2,0,0,2,52,64,0.783,2025-05-24,5,Low,Staff_10,2025-09-10
ENG002778,ALM02778,2,1,249,0,0,37,0.25,2025-07-23,2,Low,Staff_06,2025-10-11
ENG002779,ALM02779,2,0,0,0,0,80,0.402,2025-06-17,4,Low,Staff_01,2025-09-05
ENG002780,ALM02780,4,0,0,2,66,96,0.465,2025-07-24,7,Low,Staff_15,2025-08-21
ENG002781,ALM02781,0,1,225,0,0,72,0.226,2025-07-15,2,Low,Staff_04,2025-09-08
ENG002782,ALM02782,6,0,0,0,0,62,0.182,2025-07-02,5,Low,Staff_15,2025-10-10
ENG002783,ALM02783,1,1,371,0,0,78,0.62,2025-10-22,3,Low,Staff_06,2025-09-23
ENG002784,ALM02784,3,1,265,0,0,30,0.331,2025-08-04,2,Low,Staff_15,2025-10-07
ENG002785,ALM02785,3,2,50059,0,0,42,0.255,2025-09-10,6,Low,Staff_06,2025-10-27
ENG002786,ALM02786,2,0,0,0,0,49,0.854,2025-08-25,2,Low,Staff_15,2025-10-10
ENG002787,ALM02787,3,0,0,0,0,61,0.288,2025-05-11,3,Low,Staff_14,2025-09-12
ENG002788,ALM02788,4,0,0,0,0,91,0.081,2025-10-14,5,Low,Staff_19,2025-09-30
ENG002789,ALM02789,0,1,192,0,0,84,0.341,2025-06-06,3,Low,Staff_05,2025-08-29
ENG002790,ALM02790,2,0,0,0,0,64,0.239,2025-08-20,3,Low,Staff_06,2025-08-12
ENG002791,ALM02791,0,0,0,0,0,75,0.852,2025-07-16,3,Low,Staff_03,2025-10-14
ENG002792,ALM02792,1,1,374,0,0,87,0.515,2025-06-13,3,Low,Staff_09,2025-10-16
ENG002793,ALM02793,4,1,311,0,0,65,0.941,2025-07-06,4,Low,Staff_15,2025-09-18
ENG002794,ALM02794,1,1,25000,1,57,90,0.853,2025-10-18,8,Medium,Staff_10,2025-10-20
ENG002795,ALM02795,1,1,100000,1,65,94,0.174,2025-08-04,8,Medium,Staff_15,2025-08-16
ENG002796,ALM02796,1,0,0,0,0,80,0.036,2025-05-30,3,Low,Staff_18,2025-09-05
ENG002797,ALM02797,1,0,0,0,0,42,0.987,2025-05-26,1,Low,Staff_19,2025-08-17
ENG002798,ALM02798,4,1,250000,0,0,45,0.446,2025-07-10,7,Low,Staff_14,2025-09-08
ENG002799,ALM02799,3,0,0,0,0,32,0.824,2025-07-11,2,Low,Staff_02,2025-09-23
ENG002800,ALM02800,5,1,50000,0,0,70,0.683,2025-06-23,8,Medium,Staff_09,2025-10-03
ENG002801,ALM02801,2,1,277,0,0,92,0.379,2025-09-05,4,Low,Staff_10,2025-09-12
ENG002802,ALM02802,2,0,0,0,0,79,0.082,2025-07-15,4,Low,Staff_15,2025-10-21
ENG002803,ALM02803,5,1,496,0,0,66,0.421,2025-07-11,4,Low,Staff_11,2025-09-18
ENG002804,ALM02804,2,2,470,1,92,64,0.953,2025-09-20,4,Low,Staff_15,2025-10-28
ENG002805,ALM02805,4,0,0,0,0,57,0.586,2025-08-05,4,Low,Staff_02,2025-09-01
ENG002806,ALM02806,2,1,50000,0,0,63,0.72,2025-10-21,7,Low,Staff_01,2025-10-22
ENG002807,ALM02807,2,0,0,0,0,66,0.353,2025-08-31,3,Low,Staff_18,2025-08-15
ENG002808,ALM02808,5,3,10944,1,22,69,0.771,2025-05-06,9,Medium,Staff_03,2025-11-01
ENG002809,ALM02809,2,2,250053,1,28,61,0.515,2025-05-18,8,Medium,Staff_20,2025-10-24
ENG002810,ALM02810,3,2,50283,0,0,33,0.005,2025-09-30,6,Low,Staff_15,2025-08-09
ENG002811,ALM02811,5,0,0,0,0,47,0.193,2025-06-13,3,Low,Staff_17,2025-09-04
ENG002812,ALM02812,2,0,0,0,0,80,0.925,2025-05-24,4,Low,Staff_14,2025-09-12
ENG002813,ALM02813,1,0,0,0,0,76,0.254,2025-06-30,3,Low,Staff_16,2025-09-09
ENG002814,ALM02814,1,0,0,0,0,71,0.776,2025-09-30,2,Low,Staff_07,2025-08-25
ENG002815,ALM02815,2,0,0,1,66,34,0.011,2025-10-07,3,Low,Staff_16,2025-09-25
ENG002816,ALM02816,1,1,250000,0,0,81,0.753,2025-08-27,7,Low,Staff_05,2025-10-15
ENG002817,ALM02817,3,0,0,0,0,83,0.341,2025-07-23,4,Low,Staff_01,2025-08-29
ENG002818,ALM02818,3,0,0,0,0,63,0.32,2025-09-15,3,Low,Staff_06,2025-08-24
ENG002819,ALM02819,3,0,0,0,0,36,0.496,2025-10-21,2,Low,Staff_02,2025-08-28
ENG002820,ALM02820,0,1,336,0,0,90,0.894,2025-09-13,3,Low,Staff_06,2025-10-16
ENG002821,ALM02821,4,0,0,0,0,54,0.232,2025-09-30,4,Low,Staff_17,2025-10-16
ENG002822,ALM02822,4,0,0,1,3,76,0.316,2025-09-28,6,Low,Staff_06,2025-08-29
ENG002823,ALM02823,3,1,341,0,0,63,0.409,2025-05-23,3,Low,Staff_01,2025-09-25
ENG002824,ALM02824,4,0,0,0,0,72,0.547,2025-06-02,4,Low,Staff_04,2025-09-17
ENG002825,ALM02825,6,0,0,0,0,60,0.047,2025-10-06,5,Low,Staff_05,2025-09-05
ENG002826,ALM02826,5,1,368,0,0,94,0.89,2025-08-01,5,Low,Staff_02,2025-10-17
ENG002827,ALM02827,2,0,0,0,0,72,0.221,2025-09-01,3,Low,Staff_10,2025-10-24
ENG002828,ALM02828,2,2,703,0,0,79,0.102,2025-10-06,4,Low,Staff_18,2025-10-10
ENG002829,ALM02829,2,0,0,0,0,44,0.203,2025-07-29,2,Low,Staff_10,2025-09-29
ENG002830,ALM02830,1,0,0,0,0,88,0.895,2025-07-01,3,Low,Staff_13,2025-09-30
ENG002831,ALM02831,3,0,0,0,0,91,0.751,2025-10-13,4,Low,Staff_09,2025-10-20
ENG002832,ALM02832,1,0,0,0,0,70,0.299,2025-09-12,2,Low,Staff_13,2025-08-13
ENG002833,ALM02833,4,0,0,0,0,77,0.451,2025-06-03,5,Low,Staff_17,2025-10-20
ENG002834,ALM02834,1,0,0,0,0,75,0.031,2025-08-16,3,Low,Staff_15,2025-08-17
ENG002835,ALM02835,0,1,56,0,0,46,0.057,2025-07-01,1,Low,Staff_12,2025-09-02
ENG002836,ALM02836,3,1,375,1,47,51,0.882,2025-06-09,4,Low,Staff_18,2025-09-24
ENG002837,ALM02837,2,0,0,2,22,97,0.99,2025-07-27,6,Low,Staff_04,2025-09-25
ENG002838,ALM02838,4,2,598,0,0,68,0.383,2025-05-10,4,Low,Staff_02,2025-09-23
ENG002839,ALM02839,2,2,10102,0,0,57,0.222,2025-05-25,7,Low,Staff_15,2025-09-19
ENG002840,ALM02840,2,1,382,0,0,58,0.323,2025-05-15,3,Low,Staff_10,2025-09-24
ENG002841,ALM02841,1,2,519,0,0,62,0.298,2025-08-23,2,Low,Staff_18,2025-10-24
ENG002842,ALM02842,6,0,0,0,0,99,0.859,2025-07-26,6,Low,Staff_03,2025-08-25
ENG002843,ALM02843,4,0,0,0,0,36,0.861,2025-07-09,3,Low,Staff_04,2025-08-11
ENG002844,ALM02844,1,4,250278,0,0,94,0.598,2025-07-09,7,Low,Staff_19,2025-10-28
ENG002845,ALM02845,3,0,0,0,0,54,0.919,2025-10-08,3,Low,Staff_12,2025-10-04
ENG002846,ALM02846,1,0,0,0,0,89,0.625,2025-10-21,3,Low,Staff_02,2025-08-30
ENG002847,ALM02847,3,0,0,0,0,75,0.719,2025-10-02,4,Low,Staff_06,2025-10-28
ENG002848,ALM02848,3,0,0,0,0,40,0.072,2025-06-07,2,Low,Staff_06,2025-09-13
ENG002849,ALM02849,0,0,0,0,0,73,0.468,2025-07-29,2,Low,Staff_14,2025-09-09
ENG002850,ALM02850,3,1,106,0,0,44,0.442,2025-05-22,2,Low,Staff_04,2025-09-04
ENG002851,ALM02851,0,0,0,0,0,39,0.013,2025-10-31,1,Low,Staff_02,2025-09-30
ENG002852,ALM02852,0,0,0,0,0,70,0.12,2025-07-25,2,Low,Staff_18,2025-11-01
ENG002853,ALM02853,2,3,50528,1,12,86,0.73,2025-10-15,9,Medium,Staff_06,2025-10-03
ENG002854,ALM02854,2,0,0,0,0,72,0.018,2025-09-02,3,Low,Staff_12,2025-08-21
ENG002855,ALM02855,1,1,154,0,0,58,0.318,2025-08-24,2,Low,Staff_05,2025-08-04
ENG002856,ALM02856,2,1,191,0,0,69,0.644,2025-08-21,3,Low,Staff_19,2025-08-16
ENG002857,ALM02857,3,0,0,0,0,60,0.896,2025-06-17,3,Low,Staff_01,2025-08-09
ENG002858,ALM02858,1,1,100000,0,0,89,0.174,2025-10-16,7,Low,Staff_03,2025-10-28
ENG002859,ALM02859,0,0,0,0,0,52,0.08,2025-08-08,2,Low,Staff_14,2025-09-08
ENG002860,ALM02860,1,0,0,0,0,63,0.778,2025-10-17,2,Low,Staff_08,2025-08-15
ENG002861,ALM02861,2,0,0,0,0,62,0.042,2025-08-06,3,Low,Staff_19,2025-09-02
ENG002862,ALM02862,1,1,132,0,0,80,0.265,2025-07-04,3,Low,Staff_10,2025-09-13
ENG002863,ALM02863,5,0,0,0,0,70,0.067,2025-10-26,4,Low,Staff_03,2025-10-01
ENG002864,ALM02864,1,0,0,0,0,54,0.106,2025-10-05,2,Low,Staff_04,2025-09-23
ENG002865,ALM02865,2,0,0,0,0,86,0.175,2025-05-14,4,Low,Staff_14,2025-09-06
ENG002866,ALM02866,2,3,974,0,0,94,0.509,2025-06-29,4,Low,Staff_14,2025-08-11
ENG002867,ALM02867,0,0,0,0,0,33,0.104,2025-10-19,1,Low,Staff_09,2025-09-02
ENG002868,ALM02868,1,0,0,2,78,38,0.328,2025-10-06,3,Low,Staff_15,2025-08-28
ENG002869,ALM02869,2,2,100102,0,0,77,0.352,2025-07-26,8,Medium,Staff_10,2025-08-09
ENG002870,ALM02870,3,0,0,0,0,44,0.652,2025-06-03,2,Low,Staff_08,2025-10-30
ENG002871,ALM02871,2,0,0,0,0,86,0.122,2025-07-10,4,Low,Staff_18,2025-08-24
ENG002872,ALM02872,1,0,0,0,0,100,0.425,2025-07-04,4,Low,Staff_02,2025-08-20
ENG002873,ALM02873,0,0,0,0,0,32,0.551,2025-05-08,1,Low,Staff_04,2025-09-05
ENG002874,ALM02874,2,1,250000,0,0,100,0.215,2025-10-14,9,Medium,Staff_07,2025-11-01
ENG002875,ALM02875,0,2,50216,0,0,74,0.569,2025-06-06,6,Low,Staff_18,2025-09-29
ENG002876,ALM02876,0,0,0,0,0,98,0.948,2025-07-24,3,Low,Staff_18,2025-08-26
ENG002877,ALM02877,1,0,0,0,0,76,0.087,2025-10-11,3,Low,Staff_19,2025-10-02
ENG002878,ALM02878,4,0,0,0,0,98,0.699,2025-05-22,5,Low,Staff_13,2025-10-09
ENG002879,ALM02879,2,2,100325,0,0,50,0.77,2025-08-21,7,Low,Staff_15,2025-10-31
ENG002880,ALM02880,4,2,25066,0,0,40,0.901,2025-05-26,7,Low,Staff_06,2025-08-31
ENG002881,ALM02881,3,1,238,0,0,85,0.731,2025-09-29,4,Low,Staff_16,2025-08-09
ENG002882,ALM02882,2,0,0,1,27,36,0.273,2025-08-09,3,Low,Staff_13,2025-10-14
ENG002883,ALM02883,5,0,0,0,0,90,0.89,2025-05-16,5,Low,Staff_10,2025-10-27
ENG002884,ALM02884,1,0,0,0,0,73,0.551,2025-08-07,2,Low,Staff_07,2025-09-12
ENG002885,ALM02885,4,1,149,0,0,61,0.745,2025-07-05,4,Low,Staff_05,2025-08-28
ENG002886,ALM02886,2,1,81,0,0,39,0.234,2025-09-06,2,Low,Staff_18,2025-08-30
ENG002887,ALM02887,2,0,0,0,0,52,0.928,2025-07-09,3,Low,Staff_15,2025-10-21
ENG002888,ALM02888,2,0,0,1,15,100,0.564,2025-05-16,6,Low,Staff_14,2025-09-26
ENG002889,ALM02889,3,1,189,0,0,80,0.822,2025-06-18,4,Low,Staff_06,2025-10-02
ENG002890,ALM02890,6,0,0,1,79,77,0.562,2025-05-12,7,Low,Staff_12,2025-10-20
ENG002891,ALM02891,2,1,372,1,37,85,0.007,2025-08-22,5,Low,Staff_17,2025-09-23
ENG002892,ALM02892,3,1,266,0,0,75,0.219,2025-10-05,4,Low,Staff_19,2025-08-27
ENG002893,ALM02893,2,0,0,1,60,80,0.215,2025-10-14,5,Low,Staff_14,2025-08-05
ENG002894,ALM02894,5,1,163,1,73,63,0.254,2025-09-13,5,Low,Staff_05,2025-09-12
ENG002895,ALM02895,4,0,0,0,0,66,0.979,2025-11-01,4,Low,Staff_07,2025-09-04
ENG002896,ALM02896,1,1,100000,0,0,50,0.401,2025-08-23,6,Low,Staff_11,2025-10-21
ENG002897,ALM02897,3,0,0,1,20,80,0.554,2025-09-24,5,Low,Staff_10,2025-10-06
ENG002898,ALM02898,2,0,0,0,0,34,0.324,2025-06-13,2,Low,Staff_10,2025-09-11
ENG002899,ALM02899,3,0,0,0,0,40,0.258,2025-08-07,2,Low,Staff_18,2025-09-20
ENG002900,ALM02900,3,0,0,0,0,38,0.169,2025-07-18,2,Low,Staff_06,2025-10-24
ENG002901,ALM02901,0,0,0,0,0,62,0.046,2025-05-28,2,Low,Staff_13,2025-08-04
ENG002902,ALM02902,3,1,250000,0,0,59,0.232,2025-05-27,7,Low,Staff_18,2025-08-30
ENG002903,ALM02903,5,0,0,0,0,64,0.268,2025-09-30,4,Low,Staff_08,2025-10-02
ENG002904,ALM02904,1,1,168,0,0,77,0.362,2025-08-06,3,Low,Staff_15,2025-08-18
ENG002905,ALM02905,3,0,0,0,0,35,0.853,2025-07-27,2,Low,Staff_19,2025-09-22
ENG002906,ALM02906,1,1,112,0,0,66,0.884,2025-08-28,2,Low,Staff_17,2025-10-22
ENG002907,ALM02907,2,1,347,0,0,30,0.089,2025-08-22,2,Low,Staff_05,2025-08-25
ENG002908,ALM02908,3,1,65,0,0,60,0.058,2025-10-10,3,Low,Staff_03,2025-10-29
ENG002909,ALM02909,2,0,0,0,0,76,0.507,2025-09-01,4,Low,Staff_18,2025-08-27
ENG002910,ALM02910,4,0,0,0,0,55,0.483,2025-07-28,4,Low,Staff_18,2025-10-26
ENG002911,ALM02911,6,1,222,0,0,43,0.506,2025-10-24,4,Low,Staff_07,2025-09-23
ENG002912,ALM02912,1,1,221,0,0,65,0.174,2025-10-26,2,Low,Staff_01,2025-08-25
ENG002913,ALM02913,2,1,10000,0,0,50,0.783,2025-10-01,7,Low,Staff_18,2025-08-08
ENG002914,ALM02914,2,1,360,0,0,46,0.473,2025-06-06,2,Low,Staff_08,2025-08-10
ENG002915,ALM02915,0,1,357,0,0,46,0.514,2025-07-29,1,Low,Staff_06,2025-09-13
ENG002916,ALM02916,6,1,250000,1,77,61,0.113,2025-07-16,10,Medium,Staff_15,2025-08-08
ENG002917,ALM02917,1,1,25000,0,0,54,0.986,2025-10-07,6,Low,Staff_02,2025-09-20
ENG002918,ALM02918,1,1,430,0,0,34,0.026,2025-05-31,1,Low,Staff_18,2025-10-15
ENG002919,ALM02919,1,1,184,0,0,95,0.984,2025-10-07,3,Low,Staff_03,2025-08-20
ENG002920,ALM02920,2,0,0,0,0,84,0.105,2025-06-15,4,Low,Staff_16,2025-08-22
ENG002921,ALM02921,1,1,410,1,24,85,0.986,2025-05-06,4,Low,Staff_13,2025-09-30
ENG002922,ALM02922,4,2,603,0,0,78,0.825,2025-08-04,5,Low,Staff_05,2025-10-06
ENG002923,ALM02923,5,0,0,0,0,45,0.283,2025-07-09,3,Low,Staff_09,2025-10-10
ENG002924,ALM02924,2,1,313,0,0,84,0.231,2025-06-29,4,Low,Staff_11,2025-08-27
ENG002925,ALM02925,1,0,0,0,0,45,0.583,2025-07-08,1,Low,Staff_08,2025-09-17
ENG002926,ALM02926,2,0,0,0,0,60,0.227,2025-10-20,3,Low,Staff_07,2025-10-01
